Ref,id,Gender,Satisfied,Age,Age Band,Type of Travel,Class,Flight Distance,Destination,Continent,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1034,17810,Female,Y,25,25 to 34,Business travel,Business,2580,Jordan,Asia,4,4,4,4,4,4,4,4,4,3,1,1,2,4,0,0
1035,127066,Male,Y,57,55 to 64,Business travel,Business,4760,India,Asia,1,4,5,4,4,1,2,1,1,1,1,3,1,2,0,0
1036,96512,Male,Y,51,45 to 54,Personal Travel,Eco,4760,India,Asia,4,5,4,1,5,4,5,5,3,4,4,5,4,5,37,29
1037,86040,Female,Y,16,Under 18,Personal Travel,Eco,4760,India,Asia,3,5,3,2,3,3,3,3,4,2,5,4,4,3,19,15
1038,105204,Male,Y,46,45 to 54,Personal Travel,Eco Plus,4760,India,Asia,3,4,3,3,3,3,3,3,5,4,4,4,4,3,0,0
1039,12217,Female,Y,9,Under 18,Personal Travel,Business,4760,India,Asia,2,5,2,4,3,2,1,3,3,2,3,1,5,3,0,0
1040,48544,Female,N,34,25 to 34,Business travel,Eco,5715,Japan,Asia,2,2,2,4,2,2,2,2,3,1,3,2,3,2,46,41
1041,30065,Female,N,37,35 to 44,Business travel,Eco,4760,India,Asia,1,3,1,4,2,1,2,2,2,4,3,2,3,2,0,0
1042,19928,Female,Y,54,45 to 54,Personal Travel,Eco,4760,India,Asia,1,5,1,2,3,4,5,2,2,1,2,4,2,3,0,0
1043,122772,Female,Y,49,45 to 54,Personal Travel,Eco Plus,4760,India,Asia,4,4,5,1,2,4,5,3,3,5,3,5,3,3,0,0
1044,106274,Male,N,39,35 to 44,Business travel,Business,4760,India,Asia,0,1,1,3,1,1,1,1,3,2,5,4,4,1,4,3
1045,57548,Female,Y,70,65 or over,Personal Travel,Eco Plus,4760,India,Asia,2,4,1,4,2,3,4,1,1,1,3,2,1,3,20,20
1046,114903,Female,Y,41,35 to 44,Business travel,Business,4760,India,Asia,2,2,2,2,2,4,4,4,4,4,4,4,4,4,55,43
1047,13822,Female,Y,17,Under 18,Business travel,Eco,4760,India,Asia,5,5,5,5,5,5,3,5,4,1,1,3,5,5,0,5
1048,32828,Male,N,21,18 to 24,Business travel,Eco,4760,India,Asia,1,2,1,4,1,1,1,1,2,5,4,4,3,1,0,0
1049,24138,Female,Y,53,45 to 54,Business travel,Business,4760,India,Asia,2,1,1,1,5,4,4,2,2,2,2,1,2,2,2,0
1050,74440,Female,Y,39,35 to 44,Business travel,Business,4760,India,Asia,2,2,2,2,2,5,5,4,4,3,4,4,4,3,0,0
1051,127658,Male,Y,55,55 to 64,Business travel,Business,4760,India,Asia,2,1,1,1,4,2,3,2,2,2,2,2,2,3,44,43
1052,74641,Female,Y,80,65 or over,Business travel,Eco,4760,India,Asia,4,3,4,4,4,5,2,4,4,4,4,4,4,5,0,0
1053,67623,Female,Y,46,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,3,4,5,3,3,3,3,5,3,4,0,0
1054,80620,Female,Y,18,18 to 24,Personal Travel,Eco,235,Republic of Ireland,Europe,4,4,4,4,2,4,2,2,1,5,4,3,4,2,14,2
1055,29282,Male,N,25,25 to 34,Business travel,Eco,1035,Spain,Europe,3,2,3,2,3,3,3,3,4,1,3,4,3,3,0,0
1056,77895,Female,Y,34,25 to 34,Business travel,Business,4760,India,Asia,2,3,3,3,3,3,3,2,2,2,2,4,2,4,1,0
1057,34099,Female,Y,15,Under 18,Personal Travel,Business,4760,India,Asia,1,5,2,1,3,2,2,3,4,5,5,5,4,3,7,0
1058,13199,Female,Y,69,65 or over,Personal Travel,Eco,420,Netherlands,Europe,1,4,1,3,1,1,4,4,2,3,4,4,4,4,150,147
1059,129461,Female,Y,47,45 to 54,Business travel,Business,4760,India,Asia,1,1,1,1,5,5,4,4,4,4,4,5,4,4,3,2
1060,77884,Male,Y,69,65 or over,Personal Travel,Eco,4760,India,Asia,3,5,3,2,5,3,5,5,4,4,2,5,1,5,0,0
1061,115386,Male,Y,57,55 to 64,Business travel,Business,2230,Cyprus,Europe,1,1,1,1,5,5,5,5,5,5,5,4,5,3,55,53
1062,117910,Male,Y,59,55 to 64,Business travel,Business,4760,India,Asia,1,1,1,1,5,4,5,4,4,5,4,4,4,4,0,1
1063,32774,Male,N,18,18 to 24,Business travel,Eco,1610,Tunisia,Africa,3,5,3,3,5,3,5,5,3,2,2,3,3,5,0,1
1064,33755,Female,Y,52,45 to 54,Business travel,Eco,4760,India,Asia,2,3,3,3,4,3,3,2,2,2,2,4,2,3,0,2
1065,19328,Male,Y,23,18 to 24,Business travel,Business,4760,India,Asia,1,1,1,1,1,1,1,1,1,2,4,1,3,1,1,11
1066,129650,Male,Y,47,45 to 54,Business travel,Business,5940,Hong Kong,Asia,0,0,0,3,2,4,4,4,4,4,4,4,4,5,0,0
1067,1309,Female,Y,18,18 to 24,Business travel,Business,4760,India,Asia,3,3,5,3,5,5,5,5,3,3,4,4,4,5,15,18
1068,26826,Female,Y,33,25 to 34,Business travel,Business,1585,Malta,Europe,5,5,5,5,5,3,2,5,5,5,4,5,5,3,0,5
1069,75883,Male,Y,47,45 to 54,Business travel,Business,4760,India,Asia,4,4,4,4,5,5,4,4,4,4,4,3,4,5,55,60
1070,4661,Female,Y,19,18 to 24,Business travel,Eco,4760,India,Asia,3,4,4,4,3,3,2,3,2,1,3,1,3,3,35,62
1071,85999,Male,Y,39,35 to 44,Business travel,Business,4760,India,Asia,4,4,4,4,4,4,4,4,4,4,4,3,4,5,0,0
1072,64039,Male,Y,45,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0,13
1073,73753,Male,Y,19,18 to 24,Personal Travel,Eco,4760,India,Asia,2,4,0,4,1,0,1,1,3,3,4,5,5,1,0,0
1074,78395,Male,Y,10,Under 18,Personal Travel,Eco,4760,India,Asia,2,4,3,3,4,3,4,4,2,4,4,4,4,4,0,0
1075,111805,Female,N,33,25 to 34,Business travel,Eco,4760,India,Asia,3,1,3,3,4,3,4,4,4,3,4,1,4,4,19,39
1076,19403,Female,Y,51,45 to 54,Personal Travel,Eco,4760,India,Asia,3,1,3,4,3,3,4,2,5,4,4,4,1,4,228,217
1077,40124,Male,Y,25,25 to 34,Personal Travel,Eco,4760,India,Asia,3,1,0,2,2,0,2,2,4,4,3,2,3,2,0,4
1078,45729,Female,Y,50,45 to 54,Business travel,Eco Plus,1070,Lithuania,Europe,3,5,5,5,3,4,3,3,3,3,3,4,3,2,0,60
1079,83946,Female,Y,28,25 to 34,Business travel,Business,4760,India,Asia,1,1,1,1,5,5,5,5,4,3,5,3,4,5,0,0
1080,33009,Male,Y,19,18 to 24,Personal Travel,Eco,4760,India,Asia,3,4,3,3,1,3,1,1,4,5,3,3,4,1,0,0
1081,58371,Female,N,35,35 to 44,Business travel,Business,4760,India,Asia,0,4,4,5,1,4,1,1,3,3,4,3,4,1,0,0
1082,90203,Male,Y,14,Under 18,Personal Travel,Eco,1125,Portugal,Europe,4,4,4,2,5,4,3,5,5,2,5,4,5,5,0,3
1083,104120,Female,N,25,25 to 34,Business travel,Business,4760,India,Asia,0,0,4,2,4,4,2,4,5,2,4,5,4,4,1,0
1084,124849,Female,Y,59,55 to 64,Personal Travel,Eco,4760,India,Asia,2,4,2,3,3,4,5,2,2,2,2,3,2,5,0,0
1085,77123,Male,Y,50,45 to 54,Personal Travel,Eco,1480,North Macedonia,Europe,2,5,2,4,3,2,3,3,3,3,2,2,4,3,2,0
1086,104611,Male,Y,58,55 to 64,Personal Travel,Eco Plus,4760,India,Asia,1,2,2,3,3,2,3,3,2,2,3,2,2,3,8,0
1087,37336,Male,Y,58,55 to 64,Business travel,Eco,4760,India,Asia,4,2,2,2,4,4,4,4,1,5,3,4,3,4,101,124
1088,75015,Male,N,19,18 to 24,Business travel,Business,235,Republic of Ireland,Europe,0,4,3,3,2,3,2,2,2,2,4,3,4,2,0,0
1089,48947,Female,Y,33,25 to 34,Business travel,Business,4760,India,Asia,2,2,2,2,5,1,4,5,5,5,5,2,5,5,55,48
1090,108414,Female,Y,43,35 to 44,Business travel,Business,4760,India,Asia,4,4,4,4,4,4,4,4,4,4,4,5,4,3,0,0
1091,60676,Female,Y,46,45 to 54,Personal Travel,Eco Plus,1620,Greece,Europe,3,4,2,1,5,4,5,4,4,2,4,3,4,5,0,1
1092,37035,Female,Y,15,Under 18,Business travel,Business,4760,India,Asia,2,2,2,2,4,4,4,4,1,5,3,4,1,4,0,0
1093,41891,Female,Y,48,45 to 54,Business travel,Business,4760,India,Asia,4,4,4,4,4,4,3,4,4,4,4,1,4,3,0,0
1094,70571,Male,Y,8,Under 18,Personal Travel,Eco,4760,India,Asia,4,5,4,3,3,4,3,3,3,3,3,3,5,3,0,0
1095,4338,Female,N,20,18 to 24,Business travel,Eco,4760,India,Asia,4,2,4,3,3,4,3,3,2,2,3,4,4,3,0,0
1096,15964,Female,Y,17,Under 18,Personal Travel,Eco,4760,India,Asia,4,5,4,3,4,4,4,4,3,5,5,4,3,4,0,0
1097,96639,Male,Y,11,Under 18,Business travel,Business,4760,India,Asia,1,1,1,1,4,4,4,4,5,2,4,4,4,4,0,3
1098,106005,Female,Y,49,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,2,3,4,5,5,4,5,3,5,5,23,0
1099,63578,Female,Y,45,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,2,5,5,5,5,5,5,3,5,3,0,0
1100,93879,Male,N,33,25 to 34,Business travel,Business,4760,India,Asia,0,1,1,1,3,1,3,3,3,2,4,3,5,3,40,30
1101,120873,Male,Y,50,45 to 54,Business travel,Business,4760,India,Asia,1,1,1,1,3,5,5,4,4,4,4,5,4,4,36,53
1102,28205,Male,Y,22,18 to 24,Personal Travel,Eco,4760,India,Asia,3,5,3,4,3,3,3,3,3,4,5,5,5,3,0,0
1103,44569,Male,Y,57,55 to 64,Business travel,Eco,1620,Greece,Europe,5,2,4,4,5,5,5,5,4,4,5,4,4,5,0,0
1104,79044,Female,Y,46,45 to 54,Business travel,Business,4760,India,Asia,4,3,3,3,5,3,3,4,4,4,4,2,4,4,0,0
1105,83924,Female,Y,13,Under 18,Personal Travel,Business,4760,India,Asia,4,4,4,3,1,4,1,1,4,3,4,5,4,1,0,0
1106,87679,Female,N,80,65 or over,Business travel,Business,4760,India,Asia,0,0,0,4,2,3,0,1,1,1,1,3,1,2,8,9
1107,122677,Male,Y,59,55 to 64,Business travel,Business,4760,India,Asia,4,4,4,4,4,5,4,5,5,5,5,5,5,5,0,0
1108,30511,Female,Y,20,18 to 24,Personal Travel,Eco,1620,Greece,Europe,3,2,3,3,2,3,5,2,3,3,4,4,3,2,0,0
1109,65615,Female,Y,30,25 to 34,Personal Travel,Eco,1620,Greece,Europe,4,4,4,4,3,4,3,3,1,1,3,1,2,3,0,0
1110,119596,Female,Y,34,25 to 34,Business travel,Business,4760,India,Asia,1,1,1,1,5,5,4,3,3,3,3,4,3,3,72,47
1111,40624,Female,Y,14,Under 18,Personal Travel,Eco,4760,India,Asia,1,1,1,3,3,1,3,3,4,2,4,4,4,3,0,0
1112,105440,Male,Y,39,35 to 44,Business travel,Business,4760,India,Asia,3,4,3,3,5,5,5,4,2,4,4,5,3,5,137,150
1113,6964,Male,N,26,25 to 34,Business travel,Business,4760,India,Asia,0,1,5,4,2,5,2,2,3,2,4,3,4,2,27,40
1114,95839,Female,Y,41,35 to 44,Business travel,Business,3855,São Tomé and Príncipe,Africa,2,1,1,1,5,4,3,2,2,2,2,3,2,4,0,0
1115,49898,Female,N,33,25 to 34,Business travel,Eco,4565,Jamaica,North America,3,0,2,5,5,2,5,5,1,3,3,5,5,5,0,0
1116,23127,Female,Y,36,35 to 44,Business travel,Business,4760,India,Asia,3,1,1,1,2,3,3,3,3,3,3,1,3,1,0,9
1117,75440,Male,N,28,25 to 34,Business travel,Business,4760,India,Asia,0,3,3,4,3,3,3,3,3,5,5,4,4,3,0,0
1118,96698,Female,Y,58,55 to 64,Business travel,Business,4760,India,Asia,4,4,3,4,4,5,4,4,4,5,4,5,4,5,126,116
1119,20910,Female,Y,23,18 to 24,Business travel,Business,4760,India,Asia,1,1,1,1,3,5,3,3,5,1,4,3,3,3,45,39
1120,41533,Female,Y,36,35 to 44,Business travel,Business,2100,Turkey,Europe,2,2,2,2,3,3,2,2,2,2,2,1,2,2,6,0
1121,6983,Male,Y,44,35 to 44,Business travel,Business,4760,India,Asia,3,3,3,3,3,5,5,4,4,4,4,3,4,5,7,4
1122,70108,Female,N,42,35 to 44,Business travel,Business,4760,India,Asia,0,3,3,2,5,3,5,5,3,3,5,4,5,5,0,0
1123,119756,Female,N,18,18 to 24,Business travel,Eco,4760,India,Asia,5,5,5,5,4,5,4,4,3,4,5,3,5,4,0,0
1124,73442,Male,Y,53,45 to 54,Personal Travel,Eco,4760,India,Asia,3,2,3,4,4,3,4,4,4,4,4,3,3,4,38,
1125,73141,Female,Y,69,65 or over,Personal Travel,Eco,1070,Lithuania,Europe,4,5,4,3,3,4,5,3,3,4,3,4,3,3,7,1
1126,63506,Female,Y,47,45 to 54,Personal Travel,Eco,4760,India,Asia,2,4,2,1,4,5,4,3,3,2,3,3,3,3,0,0
1127,64837,Male,Y,40,35 to 44,Business travel,Business,3525,Kyrgyzstan,Asia,4,2,2,2,2,3,3,4,4,4,4,3,4,4,0,0
1128,49287,Male,Y,35,35 to 44,Business travel,Business,1390,Romania,Europe,4,4,4,4,4,5,2,5,5,5,3,5,5,4,13,4
1129,955,Female,Y,35,35 to 44,Business travel,Business,1070,Lithuania,Europe,2,1,1,1,3,2,3,3,1,2,2,3,2,3,161,171
1130,90813,Male,N,26,25 to 34,Business travel,Business,4760,India,Asia,0,0,0,5,2,0,1,2,5,3,4,4,5,2,0,0
1131,21866,Male,Y,24,18 to 24,Business travel,Business,4760,India,Asia,2,2,2,2,5,5,5,5,5,1,4,3,4,5,0,0
1132,44104,Male,Y,51,45 to 54,Business travel,Business,4760,India,Asia,4,4,4,4,5,5,3,5,5,5,5,3,5,3,0,0
1133,58512,Female,Y,27,25 to 34,Personal Travel,Eco,4760,India,Asia,2,5,2,4,3,2,2,3,5,4,4,5,5,3,124,105
1134,75149,Male,Y,54,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,2,4,5,3,3,3,3,5,3,3,0,0
1135,85236,Male,Y,46,45 to 54,Business travel,Business,4760,India,Asia,3,2,2,2,4,4,4,3,3,3,3,4,3,2,0,0
1136,3974,Female,Y,70,65 or over,Personal Travel,Eco Plus,4760,India,Asia,3,5,3,4,2,5,5,1,1,3,1,3,1,3,26,22
1137,113008,Male,Y,64,55 to 64,Personal Travel,Eco,4760,India,Asia,1,4,1,3,1,1,1,1,2,5,3,2,4,1,4,5
1138,15804,Male,Y,59,55 to 64,Personal Travel,Eco,4760,India,Asia,4,5,4,3,5,4,5,5,3,3,3,3,4,5,0,0
1139,24367,Male,Y,34,25 to 34,Business travel,Business,3160,Alabama,North America,1,1,4,1,1,2,5,5,5,5,5,1,5,2,80,73
1140,53231,Female,Y,60,55 to 64,Personal Travel,Eco,4760,India,Asia,2,4,2,2,3,5,5,5,5,2,5,3,5,4,54,84
1141,87683,Male,Y,57,55 to 64,Business travel,Business,3130,Uzbekistan,Asia,2,1,1,1,4,3,3,3,3,3,2,1,3,2,19,15
1142,84509,Male,Y,47,45 to 54,Business travel,Business,4760,India,Asia,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0
1143,47586,Male,Y,29,25 to 34,Business travel,Eco,4760,India,Asia,0,1,1,3,1,1,1,1,2,4,2,5,2,1,50,40
1144,43998,Male,Y,24,18 to 24,Business travel,Business,4760,India,Asia,1,3,5,3,1,1,1,1,2,3,3,4,3,1,10,22
1145,9223,Female,Y,55,55 to 64,Business travel,Business,4760,India,Asia,4,4,4,4,3,4,4,3,3,4,5,4,3,3,0,0
1146,129346,Female,Y,26,25 to 34,Personal Travel,Eco,4760,India,Asia,4,1,3,3,1,3,1,1,2,5,3,2,4,1,16,15
1147,53032,Male,Y,27,25 to 34,Business travel,Business,4760,India,Asia,3,3,3,3,4,4,4,4,1,5,5,4,1,4,0,0
1148,20523,Female,Y,42,35 to 44,Business travel,Business,4760,India,Asia,2,2,2,2,3,5,2,4,4,4,4,5,4,4,0,11
1149,102646,Female,Y,46,45 to 54,Business travel,Business,4760,India,Asia,3,3,2,3,2,5,5,3,3,3,3,3,3,4,42,30
1150,10835,Male,Y,44,35 to 44,Business travel,Business,4760,India,Asia,1,1,1,1,5,5,4,4,4,4,4,4,4,4,0,0
1151,97798,Male,Y,63,55 to 64,Personal Travel,Eco,470,Belgium,Europe,3,4,3,1,3,3,5,3,5,4,4,5,4,3,126,123
1152,7971,Female,Y,56,55 to 64,Business travel,Business,4760,India,Asia,3,3,3,3,3,5,4,4,4,4,4,5,4,4,0,7
1153,19331,Female,Y,42,35 to 44,Personal Travel,Eco,4760,India,Asia,2,5,2,2,4,4,4,1,1,2,1,4,1,5,27,0
1154,72382,Female,Y,31,25 to 34,Business travel,Business,4760,India,Asia,2,2,2,2,4,4,4,4,4,3,5,4,5,4,0,0
1155,123573,Female,Y,58,55 to 64,Business travel,Eco,4760,India,Asia,2,3,3,3,5,3,3,2,2,2,2,1,2,3,0,0
1156,115598,Male,Y,42,35 to 44,Business travel,Eco,4760,India,Asia,2,2,2,2,2,2,2,2,3,3,4,2,3,2,174,165
1157,107826,Male,Y,26,25 to 34,Personal Travel,Eco,4760,India,Asia,3,3,3,3,1,3,1,1,1,1,3,3,3,1,0,0
1158,64058,Male,N,18,18 to 24,Business travel,Eco,4760,India,Asia,2,2,2,3,4,2,4,4,5,4,4,4,4,4,0,0
1159,69022,Female,N,22,18 to 24,Business travel,Eco,1390,Romania,Europe,2,2,2,4,5,2,5,5,3,5,5,4,5,5,0,0
1160,35169,Male,Y,40,35 to 44,Business travel,Business,4760,India,Asia,2,2,2,2,5,1,5,4,4,4,4,3,4,2,0,11
1161,82719,Female,Y,62,55 to 64,Personal Travel,Eco,4760,India,Asia,4,4,4,2,2,4,5,2,2,4,2,3,2,4,0,0
1162,45591,Female,Y,59,55 to 64,Business travel,Business,4760,India,Asia,2,2,2,2,5,2,2,3,3,4,3,5,3,2,18,29
1163,52903,Male,Y,48,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,5,3,1,5,5,5,5,3,5,1,54,41
1164,56401,Male,N,26,25 to 34,Business travel,Business,4760,India,Asia,0,5,5,2,4,5,2,4,4,4,5,5,4,4,0,56
1165,70548,Male,Y,43,35 to 44,Business travel,Business,4760,India,Asia,1,1,1,1,3,5,5,4,4,4,4,5,4,5,0,39
1166,9097,Female,Y,30,25 to 34,Personal Travel,Eco Plus,4565,Jamaica,North America,3,4,3,3,4,3,1,4,5,3,5,3,4,4,0,39
1167,59234,Female,Y,31,25 to 34,Business travel,Business,4760,India,Asia,2,2,2,2,4,4,4,4,5,2,5,3,2,4,0,0
1168,31573,Male,Y,63,55 to 64,Business travel,Business,4760,India,Asia,3,3,3,3,3,3,3,1,4,3,3,3,1,3,137,165
1169,51594,Female,Y,31,25 to 34,Business travel,Business,4760,India,Asia,1,1,1,1,5,5,5,5,4,1,2,2,5,5,0,0
1170,33693,Male,N,30,25 to 34,Business travel,Eco,4760,India,Asia,1,1,1,1,4,1,4,4,5,2,4,2,1,4,0,0
1171,35215,Female,N,19,18 to 24,Business travel,Eco,950,Poland,Europe,2,2,2,4,2,2,2,2,5,5,4,2,5,2,0,0
1172,17965,Female,Y,44,35 to 44,Personal Travel,Eco,4760,India,Asia,4,2,4,4,4,4,4,2,2,4,2,2,2,4,0,0
1173,41080,Female,Y,63,55 to 64,Business travel,Eco,4760,India,Asia,3,2,2,2,1,1,2,3,3,3,3,4,3,4,5,6
1174,5035,Male,N,26,25 to 34,Business travel,Business,235,Republic of Ireland,Europe,0,0,1,2,5,1,5,5,4,2,5,3,5,5,0,5
1175,74141,Male,Y,33,25 to 34,Business travel,Business,4760,India,Asia,3,2,2,2,3,3,3,3,3,4,2,1,1,3,0,0
1176,24981,Male,Y,44,35 to 44,Business travel,Eco,4760,India,Asia,5,2,2,2,5,5,5,5,4,2,2,2,3,5,0,0
1177,61257,Female,Y,37,35 to 44,Personal Travel,Eco,950,Poland,Europe,2,1,2,3,5,2,5,5,2,4,3,3,3,5,0,0
1178,116315,Female,Y,40,35 to 44,Personal Travel,Eco,4760,India,Asia,1,4,1,3,3,1,2,3,5,2,1,5,1,3,5,0
1179,90924,Male,Y,17,Under 18,Business travel,Business,4760,India,Asia,0,0,0,4,3,3,3,3,5,5,4,1,2,3,11,0
1180,30454,Male,Y,40,35 to 44,Business travel,Business,4760,India,Asia,4,2,2,2,4,2,2,4,4,3,4,1,4,2,22,27
1181,43417,Female,Y,30,25 to 34,Business travel,Eco Plus,4760,India,Asia,3,1,1,1,3,3,3,3,4,2,3,1,3,3,0,6
1182,31833,Female,Y,13,Under 18,Personal Travel,Eco,4760,India,Asia,4,4,4,4,4,4,4,2,4,4,4,4,3,4,3,0
1183,103464,Female,Y,53,45 to 54,Personal Travel,Eco,4760,India,Asia,2,4,2,2,5,4,5,1,1,2,1,4,1,3,0,0
1184,101915,Female,Y,46,45 to 54,Personal Travel,Eco,4760,India,Asia,4,4,4,3,2,4,4,2,2,4,2,4,2,5,12,0
1185,105006,Female,Y,46,45 to 54,Business travel,Business,4760,India,Asia,0,0,0,3,4,4,5,3,3,2,2,5,3,4,0,0
1186,65305,Female,Y,40,35 to 44,Business travel,Business,3855,São Tomé and Príncipe,Africa,4,4,4,4,5,4,5,5,5,5,5,5,5,4,6,0
1187,80381,Male,Y,34,25 to 34,Business travel,Business,4760,India,Asia,3,5,1,1,5,3,3,3,3,3,3,2,3,3,3,1
1188,41348,Female,Y,41,35 to 44,Business travel,Eco,4760,India,Asia,4,2,2,2,5,4,5,5,4,1,2,1,1,5,29,94
1189,5825,Female,Y,69,65 or over,Personal Travel,Eco,1620,Greece,Europe,4,5,4,3,4,4,5,2,2,4,2,3,2,5,0,0
1190,42828,Female,N,65,65 or over,Business travel,Eco,4760,India,Asia,4,3,4,3,4,4,4,4,2,1,5,2,4,4,0,0
1191,112942,Female,Y,22,18 to 24,Personal Travel,Eco,1390,Romania,Europe,1,4,2,2,1,2,1,1,4,2,1,3,5,1,0,0
1192,121107,Male,Y,43,35 to 44,Personal Travel,Business,2520,California,North America,5,2,5,2,5,1,1,3,4,1,3,1,1,1,60,51
1193,97557,Female,Y,40,35 to 44,Business travel,Business,2710,Iraq,Asia,3,3,3,3,4,5,5,5,5,5,5,4,5,4,5,0
1194,52543,Female,Y,49,45 to 54,Business travel,Eco,1390,Romania,Europe,4,1,1,1,4,4,2,3,3,4,3,2,3,2,0,0
1195,111988,Male,Y,23,18 to 24,Personal Travel,Eco,4760,India,Asia,2,5,2,3,5,2,5,5,4,5,5,5,5,5,0,0
1196,19383,Female,Y,17,Under 18,Business travel,Business,845,Iceland,Europe,4,4,4,4,5,5,5,5,4,2,3,5,4,5,103,83
1197,60045,Male,Y,42,35 to 44,Business travel,Business,4760,India,Asia,4,4,4,4,4,4,4,5,5,5,5,3,5,5,53,20
1198,31049,Male,Y,10,Under 18,Business travel,Business,640,Germany,Europe,3,4,4,4,3,2,3,3,2,2,4,1,4,3,0,6
1199,40475,Female,Y,37,35 to 44,Business travel,Business,4760,India,Asia,5,1,5,5,1,3,5,4,4,4,4,1,4,1,0,0
1200,18851,Female,N,15,Under 18,Business travel,Eco,4760,India,Asia,2,4,2,4,2,2,2,2,2,1,5,5,5,2,1,0
1201,53638,Male,Y,47,45 to 54,Personal Travel,Eco,4760,India,Asia,4,2,4,4,5,4,5,5,4,3,3,3,3,5,11,39
1202,84123,Female,Y,27,25 to 34,Personal Travel,Eco,4760,India,Asia,2,4,2,1,3,2,3,3,5,5,5,5,4,3,0,0
1203,41856,Male,Y,33,25 to 34,Business travel,Eco,4760,India,Asia,4,4,4,4,4,4,4,4,3,1,3,4,5,4,313,336
1204,35248,Female,N,27,25 to 34,Business travel,Eco,1075,Latvia,Europe,1,1,1,2,2,1,2,2,3,3,3,3,3,2,44,44
1205,91710,Female,N,24,18 to 24,Business travel,Eco,4760,India,Asia,2,0,2,4,3,2,4,3,4,2,5,4,4,3,0,0
1206,63277,Female,Y,44,35 to 44,Business travel,Business,4760,India,Asia,0,0,0,2,3,4,4,5,5,5,5,4,5,3,0,0
1207,56922,Male,N,43,35 to 44,Business travel,Business,2455,Syria,Asia,0,2,2,1,1,2,1,1,3,5,5,4,5,1,19,0
1208,9300,Male,Y,58,55 to 64,Business travel,Business,4760,India,Asia,4,4,4,4,2,4,5,5,5,5,5,3,5,5,5,0
1209,49637,Male,Y,33,25 to 34,Business travel,Business,4760,India,Asia,1,1,1,1,5,5,5,5,2,3,1,5,1,5,0,0
1210,38857,Female,N,37,35 to 44,Business travel,Eco,1035,Spain,Europe,4,4,4,3,1,4,1,1,1,4,5,5,4,1,5,17
1211,52857,Female,Y,39,35 to 44,Business travel,Eco Plus,4760,India,Asia,4,4,4,4,4,4,4,4,4,3,3,2,1,4,0,0
1212,41195,Male,Y,59,55 to 64,Business travel,Eco,1175,Vatican City,Europe,5,1,1,1,4,5,4,4,5,5,3,5,3,4,0,14
1213,129286,Female,Y,51,45 to 54,Business travel,Business,4760,India,Asia,4,4,4,4,3,4,5,4,4,4,4,3,4,3,23,17
1214,13842,Male,Y,55,55 to 64,Personal Travel,Eco,4760,India,Asia,3,5,3,2,3,3,3,3,5,2,2,1,1,3,0,0
1215,91569,Female,Y,39,35 to 44,Business travel,Business,1125,Portugal,Europe,5,5,5,5,5,4,5,5,5,5,5,4,5,5,0,0
1216,103088,Female,Y,9,Under 18,Personal Travel,Eco,4760,India,Asia,2,5,2,3,5,2,5,5,4,5,4,4,5,5,0,0
1217,57223,Male,Y,16,Under 18,Personal Travel,Eco,4760,India,Asia,3,4,3,4,4,3,4,4,2,3,4,1,4,4,7,0
1218,9735,Female,Y,20,18 to 24,Personal Travel,Eco,4760,India,Asia,3,5,3,4,3,1,1,5,4,5,5,1,5,1,136,124
1219,7518,Male,Y,32,25 to 34,Business travel,Business,4760,India,Asia,5,5,5,5,2,2,2,5,2,5,4,2,5,2,160,155
1220,96249,Male,Y,29,25 to 34,Personal Travel,Eco,4760,India,Asia,0,2,0,4,5,0,5,5,3,2,4,4,4,5,0,0
1221,53388,Male,Y,13,Under 18,Personal Travel,Eco,1450,United Kingdom,Europe,2,4,2,3,5,2,5,5,2,5,5,5,2,5,2,0
1222,106771,Male,Y,16,Under 18,Personal Travel,Eco,4760,India,Asia,3,1,3,3,2,3,2,2,3,1,3,1,4,2,46,59
1223,118043,Female,Y,33,25 to 34,Business travel,Business,4760,India,Asia,3,3,2,3,4,4,4,5,3,5,5,4,3,4,232,219
1224,114100,Male,N,35,35 to 44,Business travel,Eco Plus,4760,India,Asia,2,2,2,3,5,2,2,5,4,5,4,3,3,5,8,13
1225,43129,Male,Y,66,65 or over,Business travel,Eco Plus,4760,India,Asia,2,2,4,2,2,2,2,2,2,5,3,1,3,2,53,42
1226,113510,Male,Y,69,65 or over,Business travel,Business,4760,India,Asia,2,5,4,5,2,2,0,2,2,2,2,2,2,3,0,0
1227,108448,Female,Y,59,55 to 64,Business travel,Business,4760,India,Asia,1,1,1,1,2,5,4,5,5,5,5,3,5,4,11,15
1228,19322,Female,Y,29,25 to 34,Business travel,Business,4760,India,Asia,3,3,3,3,3,5,3,3,2,1,3,3,5,3,0,0
